title,description,rating,positive_ratio,user_reviews,price_final,tags,title-1,Indie,Singleplayer,Action,Adventure,Casual,2D,Simulation,Strategy,Atmospheric,RPG,Puzzle,Story Rich,Multiplayer,3D,Pixel Graphics,Exploration,Colorful,Cute,First-Person,Early Access,Fantasy,Funny,Free to Play,Horror,Anime,Arcade,Shooter,Retro,Female Protagonist,Family Friendly
Aka,"Find inner peace in a small, open-world game. On these carefully handcrafted islands, you can take a nap on a giant monster, feed baby dragons, take care of the fauna and flora... ...but demons from your past might come back to remind you what you want to forget.",Mostly Positive,72,213,12.99,"['Life Sim', 'Simulation', 'Farming Sim', 'Cute', 'Relaxing', 'Crafting', 'Building', 'Choose Your Own Adventure', 'Open World', 'Nature', 'Family Friendly', 'Top-Down', 'Exploration', 'Nonlinear', 'Story Rich', 'Casual', 'Colorful', 'Hand-drawn', 'Anime', 'Stylized']",1462,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
Zombie Cure Lab,"Create the perfect lab in this challenging sandbox base builder and defend it from zombie attacks. Lead a team of scientists in curing the zombies and transform them into Human-Zombie hybrids. Gather resources, research new technologies and optimize your defense to overcome the apocalypse.",Very Positive,83,164,24.99,"['Early Access', 'Strategy', 'Simulation', 'Colony Sim', 'Base Building', 'Sandbox', 'Moddable', 'Resource Management', 'Tactical', 'Building', 'Atmospheric', 'Cartoony', 'Management', 'Funny', 'Survival', 'Singleplayer', 'Colorful', 'Time Management', 'Cute', 'Zombies']",38459,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Flight 74,"Do you have what it takes to survive and become the ultimate pilot? Flight 74 is a unique Flight game with with strategy elements. Experience a new genre of VR Flight Simulator, exclusively for the Rift & Quest (PCVR) Run missions for the South American Cartel and prove your worthiness.",Positive,80,15,9.99,"['Simulation', 'Action', 'VR', 'Adventure', 'Action-Adventure', 'Open World', 'Realistic', 'Singleplayer', 'Flight', 'Early Access']",12248,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dragon And Home,"Dragon and Home is a sandbox MMORPG where players can choose freely how they desire to play. Whether you want to play as a courageous adventurer, or you want to experience the tranquil rural lifestyles, growing plants, and feeding animals with your friends in the Homeland, you can find it all.",Mixed,60,1147,0,"['Sandbox', 'Adventure', 'RPG', 'Exploration', 'MMORPG', 'Casual', 'City Builder', '3D Platformer', '3D', 'Tactical RPG', 'Pixel Graphics', 'Fantasy', 'Survival', 'Open World', 'Cute', 'Cartoony', 'Medieval', 'Building', 'Magic', 'Base Building']",9573,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Cricket 22,"Cricket 22 delivers the Ashes, the Big Bash, The Hundred, and a multitude of other fan-favourite competitions! All-new mechanics, commentary, and a captivating, narrative driven career mode, will immediately immerse you in the ultimate cricket experience to date.",Mostly Positive,78,1148,44.99,"['Simulation', 'Sports', '3D', 'Realistic', 'Family Friendly', 'Singleplayer', 'Controller', 'Co-op', 'Multiplayer', 'Baseball', 'Cricket', 'Online Co-Op', 'Management', 'Artificial Intelligence', 'Early Access', 'Immersive', 'Open World', 'Gambling', 'NSFW', 'Violent']",7183,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Learn Programming: Python - Remake,An interactive text-based game for learning and practicing how to program in Python.,Mixed,65,23,2.99,"['Casual', 'Education', 'Programming', 'Text-Based', '2D', 'Minimalist', 'Science', 'Controller', 'Indie', 'Singleplayer', 'Remake']",18280,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dungeons of Dreadrock,An immersive puzzle dungeon adventure in the spirit of 1980's home computer RPGs. Dig your way through 100 handcrafted levels into the ancient depths of Dreadrock Mountain. Relive memories of oldschool dungeon crawlers from a new perspective.,Very Positive,95,185,5.99,"['Indie', 'Old School', 'Mystery Dungeon', 'Retro', 'Puzzle', 'Adventure', 'Action-Adventure', 'Dungeon Crawler', 'Pixel Graphics', '2D', 'Cute', 'Fantasy', 'Atmospheric', 'Logic', 'Comedy', '1980s', 'Action', 'Casual', 'Female Protagonist', 'Singleplayer']",10086,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
BrVR Backrooms Virtual Reality,"BrVR Backrooms Virtual Reality is an action-adventure survival game where you explore 90+ liminal spaces, fight 25+ entities, scavenge for food, supplies, and weapons, craft items to trade, and try to survive. Turn entities and weapons on or off to suit your playstyle.",Very Positive,88,50,4.99,"['Early Access', 'VR', 'Sandbox', 'Physics', 'Survival', 'Adventure', 'Action-Adventure', 'Action', 'Exploration', 'FPS', 'Dungeon Crawler', 'Lore-Rich', 'Combat', '3D', 'Open World', 'Level Editor', 'Nonlinear', 'Resource Management', 'Colorful', 'Realistic']",4626,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Attacker-chan!,"Attacker-chan! is a 2.5D short, roguelike action game with cute animations. Complete your missions by subduing out-of-control mechs.",Very Positive,91,61,4.99,"['Action', 'Action Roguelike', 'Cute', 'Anime', '2D', 'Female Protagonist', 'Military', 'Mechs', 'Robots', 'Futuristic', 'Indie', 'Singleplayer', 'Controller']",2718,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Card Craft,"Card Craft is a Triple Triad-inspired roguelike deckbuilder where you battle cards on a grid. Outwit your opponents as you make difficult choices about how to traverse the map, respond to quests, and most of all improve your deck.",Positive,88,17,4.99,"['Roguelike Deckbuilder', 'Card Battler', 'Roguelite', 'Roguelike', 'Deckbuilding', 'Card Game', 'Crafting', 'Indie', 'Hand-drawn', 'Early Access', 'Strategy', 'Turn-Based Strategy', 'Colorful', 'Fantasy', 'Turn-Based Combat', 'Singleplayer', '2D', 'Dungeon Crawler', 'Turn-Based Tactics', 'Grid-Based Movement']",5450,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Labyrinth of Galleria: The Moon Society,On the outskirts of town lies a mansion said to house the entrance to a maze overflowing with treasure. Do you wish to discover the magical mysteries hidden inside?,Positive,95,46,49.99,"['RPG', 'Strategy', 'Adventure', 'Dungeon Crawler', 'JRPG', 'Action RPG', 'Turn-Based Strategy', 'Turn-Based Tactics', '2D', 'Anime', 'Colorful', 'Comedy', 'Dark', 'Dark Comedy', 'Dark Fantasy', 'Dark Humor', 'Drama', 'Fantasy', 'Horror', 'Magic']",18016,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
Bumblebee - Little Bee Adventure,"Bumblebee – Little Bee Adventure is a story-driven, narrative 3D flight exploration game in which you control a little bee on its journey to find a new home. On its quest to find a beautiful and fitting it discovers distant places, friendly and calm animals, and amazing and dangerously habitats.",Positive,100,49,7.99,"['Family Friendly', 'Flight', 'Collectathon', 'Exploration', 'Nature', 'Narrative', 'Simulation', 'Open World', 'Relaxing', 'Adventure', 'Casual', 'Colorful', 'Walking Simulator', 'Stylized', 'Emotional', 'Story Rich', 'Linear', 'Singleplayer', 'Indie']",4931,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Underworld Island,Underworld Island is a horror thriller with Full-motion video interactive story game. Discover the truth about the Samsara on the Underworld Island. You must make the right choice every step of the way to save your daughter and jump out of the cycle of death.,Very Positive,80,278,10.99,"['FMV', 'Multiple Endings', 'Interactive Fiction', 'Supernatural', 'Horror', 'Adventure', 'Story Rich', 'Choices Matter', 'Visual Novel', 'Detective', 'Casual', 'Cinematic', 'RPG', 'Simulation', 'Noir', 'Exploration', 'Action', 'Mystery', 'Investigation', 'Singleplayer']",35834,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Forgotten Tapes: Analog Nightmares,"A collection of horror stories, realized by 9 developers. Each with its own unique take on Analog Horror! Experience these spooky tales through the interactive hub world & choose what to play at your own pace. Just don't die of fright!",Positive,94,18,6.99,"['Horror', 'Psychological Horror', 'Survival Horror', 'Adventure', 'First-Person', 'Singleplayer', 'Story Rich', 'Interactive Fiction', 'Walking Simulator', 'Choose Your Own Adventure', 'Exploration', '3D', 'Abstract', 'Pixel Graphics', 'Realistic', 'Stylized', 'Demons', '1980s', ""1990's"", 'Atmospheric']",32962,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Dreamfall: The Longest Journey,"Dreamfall: The Longest Journey, winner of multiple E3 awards as the best game in its genre, is the continuation of a saga that began in the award-winning The Longest Journey, considered to be one of the finest adventure games ever made.",Very Positive,83,893,19.99,"['Adventure', 'Female Protagonist', 'Story Rich', 'Fantasy', 'Sci-fi', 'Singleplayer', 'Third Person', 'RPG', 'Beautiful', 'Futuristic', 'Great Soundtrack', 'Atmospheric', 'Nudity', 'Cyberpunk', 'Puzzle', 'Action', 'Sequel', 'Escape Room']",9758,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Heroes of Might & Magic V: Tribes of the East,"For the first time, play as the Orc faction and recruit heroes, build armies and manage cities as you explore and conquer legendary lands. Use tactics, skills and magic to outsmart fantasy armies while developing your heroes and unveiling the dark plot that threatens to tear the world of Ashan apart.",Very Positive,92,2140,9.99,"['Strategy', 'Turn-Based Strategy', 'Fantasy', 'Multiplayer', 'Turn-Based', 'Singleplayer', 'RPG', 'Local Multiplayer', 'Adventure', 'Tactical']",15082,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Slash It 2,"Slash It 2 is a 2D colorful arcade game. The goal is to press letters, numbers and type words in the right time and direction.",Very Positive,90,842,10.99,"['Casual', 'Indie', 'Action', 'Typing', 'Rhythm', 'Music']",29249,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.Y.E: Divine Cybermancy,"In a dark Cyberpunk world, you (and up to 3 friends) wage war against the all-powerful Federation in this Source-powered FPS/RPG.",Very Positive,84,5615,9.99,"['Cyberpunk', 'RPG', 'FPS', 'Action', 'Co-op', 'Indie', 'Singleplayer', 'Sci-fi', 'Hacking', 'Multiplayer', 'First-Person', 'Surreal', 'Atmospheric', 'Shooter', 'Online Co-Op', 'Immersive Sim', 'Action RPG', 'Story Rich', 'Adventure', 'Stealth']",10178,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Avernum 5,"Avernum 5 is the second chapter in the Great Trials Trilogy, three games that tell the tale of this land’s struggles in the face of powerful forces that seek to destroy it.",Positive,85,27,4.99,"['RPG', 'Indie', 'Isometric', 'Turn-Based', 'Fantasy', 'CRPG', 'Party-Based RPG']",2816,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Proteus,"Proteus is a game about exploration and immersion in a dream-like island world where the soundtrack to your play is created by your surroundings. Played in first-person, the primary means of interaction is simply your presence in the world and how you observe it.",Very Positive,81,1305,9.99,"['Exploration', 'Relaxing', 'Walking Simulator', 'Indie', 'Casual', 'Procedural Generation', 'Experimental', 'First-Person', 'Beautiful', 'Adventure', 'Atmospheric', 'Singleplayer', 'Great Soundtrack', 'Pixel Graphics', 'Open World', 'Music', 'Surreal', 'Sandbox', 'Cute', 'Short']",25163,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Cave,"Assemble your team of three from seven unlikely adventurers, then descend into the mysterious depths to explore The Cave!",Very Positive,87,2133,14.99,"['Adventure', 'Platformer', 'Puzzle', 'Local Co-Op', 'Comedy', 'Co-op', 'Indie', 'Local Multiplayer', 'Funny', 'Singleplayer', 'Dark Humor', 'Puzzle Platformer', '2D', 'Atmospheric', 'Controller', 'Casual', '2.5D', 'Female Protagonist', 'Side Scroller', 'Point & Click']",32584,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Bionic Dues,"Bionic Dues is a tactical, turn-based roguelite with mech customization. Out-think wide-ranging tactical situations featuring robots with bad GPS, terrible aim, insecurity, a lack of focus, a tendency to backstab, and dozens of other maladies to exploit.",Very Positive,83,284,9.99,"['Strategy', 'RPG', 'Roguelike', 'Indie', 'Turn-Based', 'Turn-Based Strategy', 'Sci-fi', 'Mechs', 'Tactical', 'Robots', 'Roguelite', 'Singleplayer', 'Top-Down', 'Turn-Based Tactics', 'Procedural Generation', 'Turn-Based Combat', 'Great Soundtrack', '2D', 'Cyberpunk', 'Post-apocalyptic']",3913,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wizardry 8,"A New Wizardry for a New GenerationThe universe is in the throes of violent upheaval and change. Vast and mysterious forces are preparing for the final confrontation. A small group of heroes from distant lands must plunge into the heart of the maelstrom, to uncover long-forgotten secrets, and bring about a new era.",Very Positive,89,796,9.99,"['RPG', 'Party-Based RPG', 'Turn-Based Combat', 'Classic', 'First-Person', 'Dungeon Crawler', 'Fantasy', 'Adventure', 'Turn-Based', 'CRPG', 'Singleplayer', 'Old School', 'Exploration', 'Atmospheric', 'Sci-fi']",37677,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Risen 3 - Titan Lords,"The world has been abandoned by its gods and is scarred from the rampage of the Titans. Humanity is struggling to regain strength. You, however, have more pressing concerns: your own life has been shattered and you must set off to reclaim what is lost amidst the darkness spreading throughout the world.",Mostly Positive,72,3623,14.99,"['RPG', 'Open World', 'Gothic', 'Adventure', 'Atmospheric', 'Singleplayer', 'Fantasy', 'Third Person', 'Dark Fantasy', 'Action RPG', 'Pirates', 'Action', 'Story Rich', 'Magic', 'Classic', 'Exploration', 'Nudity', 'Sandbox', 'Old School', 'Medieval']",26787,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tiny Brains,"""Tiny Brains"" is a cooperative action puzzler that follows four super-powered lab animals in their attempt to escape a mad scientist's experiments. In this joyously chaotic multiplayer game, the four ""Tiny Brains"" must combine their unique physics-based powers to navigate through a trick-ridden maze.",Mostly Positive,77,350,9.99,"['Casual', 'Indie', 'Local Co-Op', 'Adventure', 'Action', 'Puzzle', 'Co-op', '4 Player Local', 'Funny', 'Local Multiplayer', 'Short']",34606,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Let's Learn Korean! Hangul,"Study Hangul as you explore the Republic of Korea and learn about its culture, cuisine and history. Practice each new Hangul letter by playing fun mini-games.",Positive,97,47,4.99,"['Indie', 'Education', 'Puzzle', 'Casual', 'Singleplayer', 'Anime']",18441,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Monsters Ate My Birthday Cake,"Warning: This game is crammed full of monsters, cake, amazing powers, puzzly bits, epic adventure, witty repartee, secret paths, unlockable characters, silly hats and a wiener dog. Use caution if you are allergic to fun or overly sensitive to cake-related pathos.",Very Positive,96,63,7.99,"['Adventure', 'Indie', 'Puzzle', 'Cute', 'Singleplayer']",20923,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eldevin,Eldevin is the award winning indie story-driven Free to Play MMORPG (Massively Multiplayer Online Role Playing Game) from Hunted Cow Studios. Join thousands of other players and explore the mystical lands of Eldevin.,Mostly Positive,78,1597,0,"['Free to Play', 'RPG', 'Massively Multiplayer', 'MMORPG', 'Indie', 'Open World', 'Casual', 'Adventure', 'Fantasy', 'Crafting', 'Action', 'Character Customization', 'Singleplayer']",10491,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Voyage: Journey to the Moon,Make fantastic discoveries and dare to go into the deepest depths of the moon to solve puzzles that will allow you to go back to Earth.,Very Positive,85,114,0.99,"['Adventure', 'Casual', 'Point & Click', 'Puzzle', 'Singleplayer', 'Sci-fi']",36758,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Move or Die,"Move or Die is an absurdly fast-paced, 4-player local and online party game where the mechanics change every 20 seconds. The very definition of a perfect friendship-ruining game.",Very Positive,90,15395,3.74,"['Multiplayer', 'Funny', 'Local Multiplayer', 'Action', 'Fast-Paced', '2D', 'Indie', '4 Player Local', 'Online Co-Op', 'Platformer', 'Casual', 'Competitive', 'Co-op', 'Local Co-Op', 'Arcade', 'Great Soundtrack', 'Memes', 'Singleplayer', 'Party Game', 'Moddable']",21161,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Rise to Ruins,"A brutal godlike village sim that melds the god game, management, and tower defense genres! Fight off hoards of monsters at night, and expand your village in the day time. Inspired by games like Black and White, Rimworld, and Dwarf Fortress but not quite like any of them.",Very Positive,88,6594,14.99,"['Tower Defense', 'Colony Sim', 'City Builder', 'Strategy', 'Survival', 'Pixel Graphics', 'Base Building', 'Simulation', 'God Game', 'Indie', 'Sandbox', 'Singleplayer', '2D', 'Resource Management', 'Early Access', 'Retro', 'Roguelike', 'Great Soundtrack', 'Level Editor', 'Soundtrack']",26782,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Sonic Lost World,"When the Deadly Six threaten to destroy his world, Sonic’s new moves & power-ups are the only way to defeat them before it’s too late!",Mixed,64,2690,29.99,"['Adventure', 'Platformer', '3D Platformer', 'Great Soundtrack', 'Singleplayer', 'Parkour', 'Fast-Paced', 'Action', 'Colorful', 'Third Person', 'Family Friendly', 'Comedy', 'Memes', 'Controller', 'Funny', 'Difficult', 'Moddable', 'Open World', 'Fantasy', 'Psychological Horror']",29682,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
Braveland Wizard,Braveland Wizard - old school turn-based strategy game is back! The graduate of the Academy of Magic is ready for new adventures.,Very Positive,80,344,9.99,"['RPG', 'Strategy', 'Adventure', 'Indie', 'Casual', 'Female Protagonist', 'Hand-drawn', 'Turn-Based', 'Fantasy', 'Turn-Based Strategy', 'Atmospheric', 'Hex Grid', 'Touch-Friendly', 'Tactical RPG', 'Singleplayer', 'Magic', 'Story Rich', 'Tactical', 'Classic', 'Great Soundtrack']",4666,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
FreeCell Quest,"FreeCell Quest is an RPG Free Cell game. You've never played Free Cell like this before! Explore 533 cities while collecting cards, gold, levels, armor, and spells on your epic quest of card sorting! Think quickly before the cards strike and drain your precious health. A new twist on a classic game!",Very Positive,80,249,9.99,"['Solitaire', 'Card Battler', 'Casual', 'Exploration', 'Open World', 'Difficult', 'Turn-Based', 'Card Game', 'Tabletop', 'Board Game', 'RPG', 'Strategy', '2D', 'Cute', 'Action', 'Puzzle', 'Colorful', 'Fantasy', 'Singleplayer', 'Crafting']",12687,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
